"nom","no","premiere_selection","derniere_selection","matchs","points","url"
"Pierre-Henri Azagoh",1145,"le 13 juillet 2021 contre l'Australie","le 17 juillet 2021 contre l'Australie",2,0,"https://fr.wikipedia.org//wiki/Pierre-Henri_Azagoh"
"Ibrahim Diallo",1146,"le 13 juillet 2021 contre l'Australie","le 9 juillet 2022 contre le Japon",2,0,"https://fr.wikipedia.org//wiki/Ibrahim_Diallo_(rugby_%C3%A0_XV)"
"Enzo Forletta",1147,"le 13 juillet 2021 contre l'Australie","le 17 juillet 2021 contre l'Australie",2,0,"https://fr.wikipedia.org//wiki/Enzo_Forletta"
"Antoine Hastoy",1148,"le 17 juillet 2021 contre l'Australie","le 19 août 2023 contre les Fidji",4,0,"https://fr.wikipedia.org//wiki/Antoine_Hastoy"
"Alexandre Bécognée",1149,"le 17 juillet 2021 contre l'Australie","le 17 juillet 2021 contre l'Australie",1,0,"https://fr.wikipedia.org//wiki/Alexandre_B%C3%A9cogn%C3%A9e"
"Julien Hériteau",1150,"le 17 juillet 2021 contre l'Australie","le 17 juillet 2021 contre l'Australie",1,0,"https://fr.wikipedia.org//wiki/Julien_H%C3%A9riteau"
"Thibaud Flament",1151,"le 6 novembre 2021 contre l'Argentine","le 27 août 2023 contre l'Australie",19,20,"https://fr.wikipedia.org//wiki/Thibaud_Flament"
"Matthis Lebel",1152,"le 14 novembre 2021 contre la Géorgie","le 5 novembre 2022 contre l'Australie",5,10,"https://fr.wikipedia.org//wiki/Matthis_Lebel"
"Maxime Lucu",1153,"le 14 novembre 2021 contre la Géorgie","le 19 août 2023 contre les Fidji",15,5,"https://fr.wikipedia.org//wiki/Maxime_Lucu"
"Thomas Jolmès",1154,"le 2 juillet 2022 contre le Japon","le 9 juillet 2022 contre le Japon",2,0,"https://fr.wikipedia.org//wiki/Thomas_Jolm%C3%A8s"
"Yoan Tanga",1155,"le 2 juillet 2022 contre le Japon","le 5 août 2023 contre l'Ecosse",3,0,"https://fr.wikipedia.org//wiki/Yoan_Tanga_Mangene"
"Thomas Lavault",1156,"le 2 juillet 2022 contre le Japon","le 9 juillet 2022 contre le Japon",2,0,"https://fr.wikipedia.org//wiki/Thomas_Lavault"
"Max Spring",1157,"le 9 juillet 2022 contre le Japon","le 9 juillet 2022 contre le Japon",1,0,"https://fr.wikipedia.org//wiki/Max_Spring"
"Reda Wardi",1158,"le 12 novembre 2022 contre l'Afrique du Sud","le 19 août 2023 contre les Fidji",9,0,"https://fr.wikipedia.org//wiki/Reda_Wardi"
"Bastien Chalureau",1159,"le 12 novembre 2022 contre l'Afrique du Sud","le 19 août 2023 contre les Fidji",6,0,"https://fr.wikipedia.org//wiki/Bastien_Chalureau"
"Florian Verhaeghe",1160,"le 19 novembre 2022 contre le Japon","le 19 août 2023 contre les Fidji",3,0,"https://fr.wikipedia.org//wiki/Florian_Verhaeghe"
